Column1,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,star_power,first_genre
325,Zombieland,28132960,11.063029,2009,122058164,88,7.2,3655,1,Comedy
326,(500) Days of Summer,8940559,16.376657,2009,72386028,95,7.2,2993,0,None
327,The Hangover,41722610,23.947351,2009,547484835,100,7.2,6324,1,Comedy
328,Brooklyn,11867932,7.991613,2015,66974131,111,7.2,1235,1,Drama
329,Nocturnal Animals,23971875,18.908782000000002,2016,31166610,116,7.2,1990,1,Drama
330,Taken,29691128,16.367481,2008,269394223,93,7.2,4444,1,Action & Adventure
331,Hell or High Water,12785000,12.565896,2016,40048262,102,7.2,1304,0,Drama
332,Gone Baby Gone,23436082,6.148516000000001,2007,42702638,113,7.2,1034,1,Drama
333,Stardust,86343463,14.784525,2007,167210316,127,7.2,1215,1,Action & Adventure
334,Arrival,50074583,30.83786,2016,216693163,113,7.2,5729,1,Drama
335,Scott Pilgrim vs. the World,70343878,13.793301000000001,2010,55881832,112,7.2,2185,1,Action & Adventure
336,The Hurt Locker,17814677,9.403724,2008,49881096,131,7.2,1881,1,Action & Adventure
337,The Devil's Advocate,90809345,10.920124000000001,1997,243663237,144,7.2,1414,1,Action & Adventure
338,A Nightmare on Elm Street,4429836,13.694713,1984,62767121,91,7.2,1212,1,Horror
339,Contact,143383177,14.374866,1997,272619739,150,7.2,1338,1,Mystery & Suspense
340,Black Hawk Down,132831168,10.064446,2001,249765408,144,7.2,1832,1,Action & Adventure
341,Interview with the Vampire,103522267,11.970205,1994,385904455,123,7.2,1558,1,Horror
342,Fear and Loathing in Las Vegas,29021165,9.220346000000001,1998,16754271,118,7.2,1321,1,Comedy
343,Ocean's Eleven,122724449,12.114932000000001,2001,650753107,116,7.2,3857,1,Action & Adventure
344,First Blood,39746113,14.778884,1982,331781757,93,7.2,1523,1,Action & Adventure
345,Grease,23530674,7.8548990000000005,1978,713033450,110,7.2,1633,1,Comedy
346,The Fugitive,77860207,10.089369999999999,1993,652744164,130,7.2,1240,2,Drama
347,Close Encounters of the Third Kind,84389438,10.610446000000001,1977,1281827623,135,7.2,1122,1,Action & Adventure
348,The Emperor's New Groove,148490127,12.297375,2000,251434898,78,7.2,1544,1,Animation
349,Goldfinger,20620967,13.788839999999999,1964,1030067340,110,7.2,1005,1,Action & Adventure
350,Who Framed Roger Rabbit,151301775,16.78596,1988,712856061,104,7.2,1466,1,Action & Adventure
351,The Little Mermaid,82483870,17.496832,1989,458404112,83,7.2,1921,0,Animation
352,Enemy at the Gates,98179559,10.704813,2001,140015992,131,7.2,1023,1,Action & Adventure
353,Home Alone,35214996,0.702543,1990,932580500,103,7.1,2487,1,Comedy
354,Mission: Impossible - Rogue Nation,161835443,17.836882,2015,736168002,131,7.1,3274,0,None
355,The Social Network,46895919,16.972995,2010,263696123,120,7.1,3492,1,Drama
356,The Illusionist,50734126,11.494009,2006,110238937,110,7.1,1657,1,Drama
357,The Naked Gun: From the Files of Police Squad!,25937447,15.698222,1988,170227848,85,7.1,1020,1,Comedy
358,Tarzan,230222088,12.453452,1999,687596638,88,7.1,1715,0,Action & Adventure
359,Despicable Me,80895460,22.274502,2010,637214699,95,7.1,6595,1,Animation
360,Beetlejuice,32421808,10.627364,1988,158492210,92,7.1,1475,1,Comedy
361,Nerve,20242916,14.9837,2016,90817710,96,7.1,2262,1,Mystery & Suspense
362,The Intern,37761603,15.651704999999998,2015,209916399,121,7.1,1926,1,Comedy
363,Back to the Future Part III,78255547,13.043999000000001,1990,478390994,118,7.1,2978,1,Action & Adventure
364,The Fly,34995437,13.534589000000002,1986,141449598,96,7.1,1038,1,Classics
365,Identity,41690217,17.955897,2003,125431322,90,7.1,1090,1,Horror
366,Kick-Ass,32827143,17.26045,2010,112771675,117,7.1,4747,1,Action & Adventure
368,Gangs of New York,142134519,14.922398999999999,2002,275417616,167,7.1,1964,1,Classics
369,28 Days Later,7106725,17.656951,2002,117573510,113,7.1,1816,1,Horror
370,Indiana Jones and the Temple of Doom,68908565,15.802306,1984,819519730,118,7.1,2841,1,Action & Adventure
371,The Aristocats,26360824,9.834047,1970,366911423,78,7.1,1287,0,Animation
372,The Equalizer,59414871,17.618057,2014,207769200,132,7.1,2997,1,Mystery & Suspense
373,Perfume: The Story of a Murderer,63417658,10.297303999999999,2006,167651332,147,7.1,1198,0,Drama
374,The Godfather: Part III,105644988,17.185349,1990,267567575,162,7.1,1589,0,None
375,The Man from U.N.C.L.E.,80917721,14.656875,2015,116678077,116,7.1,2306,0,Action & Adventure
376,Dirty Dancing,13505281,14.044122,1987,481585456,100,7.1,1371,1,Drama
377,Star Wars: Episode III - Revenge of the Sith,147947260,13.165420999999998,2005,1112877624,140,7.1,4200,1,Action & Adventure
378,Minority Report,144977209,20.666063,2002,509371635,145,7.1,2663,1,Action & Adventure
379,Dracula,72900926,16.777675,1992,393414756,128,7.1,1087,2,Classics
380,RoboCop,29261443,13.485582999999998,1987,119296654,102,7.1,1494,0,Action & Adventure
381,Captain America: Civil War,266354166,145.882135,2016,1228749830,147,7.1,7462,1,Action & Adventure
382,X-Men: First Class,181911960,0.738633,2011,402052861,132,7.1,5252,1,Action & Adventure
383,Fast Five,142118719,1.420361,2011,711887076,130,7.1,2491,1,Action & Adventure
384,Eyes Wide Shut,99762905,13.268483999999999,1999,248779843,159,7.1,1266,1,Drama
385,Total Recall,127165263,12.954444,1990,511239421,113,7.1,1745,2,Action & Adventure
386,Source Code,36382392,9.796961999999999,2011,167509873,93,7.1,2752,1,Action & Adventure
387,Argo,49558580,14.238234,2012,258733795,120,7.1,3473,1,Drama
388,Wreck-It Ralph,183756533,13.697597,2012,524789602,108,7.1,4656,0,Animation
389,The Hobbit: The Battle of the Five Armies,270067596,31.718977000000002,2014,1032759863,144,7.1,4884,0,Action & Adventure
390,The Terminal,81217575,14.092373,2004,297008957,128,7.1,1974,1,Comedy
391,Lilo & Stitch,113707615,18.469238,2002,207191659,85,7.1,1371,0,Action & Adventure
392,Airplane!,10861043,13.063203,1980,258969295,88,7.1,1104,0,Comedy
393,Limitless,30697643,12.114955,2011,184014698,105,7.1,3888,1,Mystery & Suspense
394,Rise of the Guardians,161483013,10.943775,2012,341833558,97,7.1,1981,1,Action & Adventure
395,Ice Age,83859366,17.328902,2002,544740687,81,7.1,3954,0,Animation
396,Doctor Strange,175793750,43.847654,2016,722052473,115,7.1,5880,1,Action & Adventure
397,Sweeney Todd: The Demon Barber of Fleet Street,61673902,10.038401,2007,187488663,116,7.0,1745,1,Drama
399,P.S. I Love You,37004341,10.304881,2007,193452948,126,7.0,1011,1,Comedy
400,Maleficent,194448669,19.467404000000002,2014,819428065,97,7.0,4607,1,Science Fiction & Fantasy
401,The Bucket List,55506512,9.070642999999999,2007,216318131,97,7.0,1138,1,Action & Adventure
402,Juno,9251085,11.791591,2007,285441109,96,7.0,2313,1,Comedy
403,Ant-Man,140257383,26.882388,2015,560287212,117,7.0,6029,1,Action & Adventure
404,22 Jump Street,54013519,10.901496,2014,203567894,112,7.0,3375,1,Action & Adventure
405,Superbad,24669561,16.205105,2007,149822223,113,7.0,2152,1,Comedy
406,Scream,22815806,13.326443,1996,282014223,111,7.0,1520,0,Horror
407,Bridge to Terabithia,74008683,8.460206,2007,169710622,96,7.0,1146,0,Action & Adventure
408,Lethal Weapon,33763204,13.183804,1987,270571851,110,7.0,1367,1,Action & Adventure
409,300,82442956,18.108407999999997,2006,536019266,117,7.0,5092,1,Action & Adventure
410,Watchmen,154969696,16.551503,2009,220842526,163,7.0,2892,1,Action & Adventure
411,Sunshine,61673902,12.715571,2007,39493257,107,7.0,1210,2,Classics
412,The Maze Runner,36729193,76.93789,2014,376279630,113,7.0,5540,0,Action & Adventure
413,John Wick,21605407,183.870374,2014,95886593,101,7.0,5499,1,Action & Adventure
414,Peter Pan,38164179,16.861532999999998,1953,833931688,77,7.0,1380,0,Animation
415,War Horse,75038683,8.166363,2011,201905084,146,7.0,1016,0,Action & Adventure
416,The NeverEnding Story,66447545,14.225919000000001,1984,49611233,102,7.0,1031,0,Kids & Family
417,Split,9588750,28.920839,2016,295037312,117,7.0,4461,1,Drama
418,Monsters University,219484978,16.267502,2013,816000821,104,7.0,3622,1,Action & Adventure
419,Pretty Woman,27389441,13.348451,1990,905807957,119,7.0,1807,1,Comedy
420,127 Hours,21103163,11.176797,2010,41846307,94,7.0,2668,1,Drama
421,Mud,10974248,7.8815789999999994,2013,23690879,130,7.0,1080,1,Drama
422,The Impossible,46774390,10.027434,2012,200766956,113,7.0,2071,1,Action & Adventure
423,The Hobbit: An Unexpected Journey,278418989,23.253089000000003,2012,1137178494,169,7.0,8427,1,Action & Adventure
424,The Aviator,157020645,9.86738,2004,138069878,170,7.0,1526,1,Drama
425,Silver Linings Playbook,23387195,14.488110999999998,2012,229126259,122,7.0,4840,1,Comedy
426,Love Actually,55586956,10.586815,2003,340375285,135,7.0,1917,0,Comedy
427,"Crazy, Stupid, Love.",56847487,10.246172999999999,2011,162414633,118,7.0,2522,1,Comedy
428,Blue Jasmine,19753648,12.61244,2013,108871369,98,7.0,1126,1,Comedy
429,One Day,17054246,11.239011999999999,2011,67522801,107,7.0,1006,1,Comedy
430,Collateral,87985706,13.455112,2004,294771462,120,7.0,1476,1,Action & Adventure
431,The Vow,33410278,9.524298,2012,218408081,104,7.0,1328,1,Drama
432,Rise of the Planet of the Apes,105736327,41.613762,2011,548987769,105,7.0,4452,1,Action & Adventure
433,Moneyball,56847487,15.785663000000001,2011,125298930,133,7.0,1409,1,Drama
434,50/50,9095598,11.869481,2011,44554540,100,7.0,1287,1,Comedy
435,Robin Hood,86385135,11.179855,1973,184613482,83,7.0,1155,2,Action & Adventure
436,Sherlock Holmes: A Game of Shadows,142118719,18.695329,2011,380440442,129,7.0,3971,1,Action & Adventure
437,Hugo,193281458,14.046164000000001,2011,211211337,126,7.0,2197,1,Kids & Family
438,Despicable Me 2,83404291,24.82355,2013,1065338257,98,7.0,4729,1,Animation
439,The Town,43378725,13.081203,2010,180579931,125,7.0,1516,1,Action & Adventure
440,Sully,63925000,18.275689,2016,254069947,96,7.0,2106,1,Action & Adventure
441,Snowden,42616666,14.384554000000001,2016,39718135,134,7.0,1285,1,Drama
442,Pirates of the Caribbean: Dead Man's Chest,253670634,29.455314,2006,1351633005,151,7.0,5380,1,Action & Adventure
443,The Devil Wears Prada,44392361,13.102383999999999,2006,414182116,109,7.0,3198,1,Comedy
444,Batman,72173387,19.10673,1989,848241289,126,7.0,2145,0,None
445,The Secret Life of Walter Mitty,98768240,8.684892,2013,206462190,114,7.0,3213,0,Action & Adventure
446,Invictus,71524475,9.109838,2009,145712011,134,7.0,1150,1,Drama
447,Mrs. Doubtfire,44238754,11.16553,1993,780878062,125,7.0,1638,1,Comedy
448,Lord of War,54989247,8.745216000000001,2005,31589875,122,7.0,1356,1,Action & Adventure
449,Sherlock Holmes,107286713,15.68604,2009,624681273,128,7.0,5883,1,Action & Adventure
450,The Nice Guys,53270833,16.075615,2016,66895613,116,7.0,2382,1,Comedy
451,The Conjuring 2,42616666,14.767317000000002,2016,341114462,134,7.0,2018,1,Horror
452,Notting Hill,64462184,9.874042999999999,1999,558502945,124,7.0,1309,1,Comedy
453,Big,38906170,9.562292,1988,327825067,104,6.9,1022,1,Comedy
454,Jumanji,109058398,17.015539,1995,440926880,104,6.9,2413,1,Action & Adventure
455,Divergent,91822982,21.572585,2014,311925799,139,6.9,4784,1,Action & Adventure
456,Cube,398286,12.095263000000001,1997,799469,90,6.9,1101,0,Horror
457,Sleepy Hollow,153481392,11.072361,1999,316281410,105,6.9,1774,1,Horror
458,Marley & Me,71258708,9.729747999999999,2008,289883249,115,6.9,1392,1,Comedy
459,Gremlins,27071222,11.333125,1984,376740608,106,6.9,1629,0,Comedy
460,Superman,215697852,15.460102,1978,1177388760,143,6.9,1042,1,Action & Adventure
461,I Am Legend,185021707,11.379355,2007,722015156,101,6.9,4977,1,Action & Adventure
462,Men in Black,143383177,15.781023999999999,1997,938985425,98,6.9,4521,1,Action & Adventure
463,Skyfall,222735191,20.309585000000002,2012,1234577748,143,6.9,7718,1,Action & Adventure
464,The Hunger Games,83525696,20.031667000000002,2012,769784729,142,6.9,9634,1,Drama
465,Kung Fu Panda,154393869,16.897541,2008,750288360,90,6.9,3231,1,Action & Adventure
466,Unbreakable,111367595,14.67855,2000,368430914,106,6.9,1994,1,Drama
467,Meet Joe Black,141184049,14.026744,1998,224231801,178,6.9,1174,1,Drama
468,Troy,236884595,15.387275,2004,673307036,163,6.9,2841,1,Action & Adventure
469,Shooter,75242161,14.246917999999999,2007,118040144,124,6.9,1495,1,Action & Adventure
470,Mean Girls,23011646,11.454835000000001,2004,174675818,97,6.9,2401,1,Comedy
471,Die Hard: With a Vengeance,151003937,15.138855,1995,614253254,128,6.9,2094,1,Action & Adventure
473,The Walk,37761603,9.425787,2015,66009377,123,6.9,1151,1,Action & Adventure
474,Babel,31708829,12.60853,2006,171646465,143,6.9,1083,1,Drama
475,From Dusk Till Dawn,30964308,15.339153,1996,42105944,108,6.9,1644,1,Drama
476,Pinocchio,47487142,14.202283999999999,1940,1539679285,88,6.9,1412,1,Art House & International
477,The Simpsons Movie,92510853,14.302910999999998,2007,650127859,87,6.9,2335,0,Animation
479,The Rock,122227533,13.249823999999998,1996,546051702,136,6.9,1474,1,Action & Adventure
480,Equilibrium,28426903,12.671636999999999,2002,7617905,107,6.9,1584,1,Drama
481,Collateral Beauty,38355000,14.575883,2016,93134485,97,6.9,1553,1,Drama
482,Spy,70128691,13.257467000000002,2015,254260979,120,6.9,2590,1,Comedy
483,Ghost,43040550,11.945397,1990,987976281,127,6.9,1381,1,Comedy
484,The Accountant,46878333,13.465656,2016,165310097,128,6.9,2121,1,Drama
485,3:10 to Yuma,67841292,18.079094,2007,86363470,122,6.9,1210,1,Classics
486,The Place Beyond the Pines,16461373,7.4926580000000005,2013,38942789,140,6.8,1689,0,Drama
487,Sleeping Beauty,52541095,14.276169,1959,446599315,75,6.8,1332,1,Animation
488,The Road,38146386,14.958098000000001,2009,32943344,111,6.8,1113,1,Drama
489,Steve Jobs,32367088,16.224866,2015,37159438,122,6.8,1608,1,Drama
490,A.I. Artificial Intelligence,144381705,13.249364000000002,2001,340634778,146,6.8,2011,1,Drama
491,Sinister,3341027,12.490637,2012,86546474,110,6.8,1611,1,Horror
492,Hotel Transylvania,94662456,16.231945,2012,399114293,91,6.8,2622,1,Animation
493,The Hunchback of Notre Dame,162970044,13.553999,1996,163196330,91,6.8,1182,2,Classics
494,Rush Hour,51767484,11.840557,1998,383372522,98,6.8,1254,1,Action & Adventure
495,X2,152864130,0.9130959999999999,2003,566586103,133,6.8,3572,0,None
496,The Spectacular Now,2743562,8.098964,2013,7522420,95,6.8,1074,1,Comedy
497,8 Mile,58275152,8.374355,2002,305589216,110,6.8,1676,0,Drama
498,Non-Stop,54013519,19.650229,2014,240694612,106,6.8,2302,1,Action & Adventure
500,A Monster Calls,45812916,24.483893,2016,49704636,108,6.8,1023,1,Comedy
501,Speed,51761133,10.859292,1994,604653108,116,6.8,1814,1,Action & Adventure
502,School of Rock,48638586,17.951420000000002,2003,182440489,108,6.8,1454,1,Comedy
503,Insidious,1758596,17.24814,2010,113733331,103,6.8,1775,1,Horror
504,Iron Man 3,219484978,23.721242999999998,2013,1333854105,130,6.8,8951,1,Action & Adventure
506,The Patriot,163339140,15.960788,2000,319690843,165,6.8,1130,1,Action & Adventure
507,The Croods,148152360,14.757874,2013,642189922,98,6.8,2447,1,Action & Adventure
508,True Lies,198417678,11.396099000000001,1994,653712769,141,6.8,1138,0,None
509,Face/Off,127451713,11.467391000000001,1997,391398071,138,6.8,1612,1,Action & Adventure
510,Finding Dory,213083333,14.477676999999998,2016,1095856567,97,6.8,4333,1,Animation
511,Pitch Perfect 2,31288185,15.862632000000001,2015,310191281,115,6.8,1997,1,Comedy
512,Home,145651898,13.422713,2015,397976018,94,6.8,1539,1,Comedy
513,Insomnia,65381878,11.424974,2002,161628026,118,6.8,1181,1,Drama
514,10 Cloverfield Lane,15981250,14.421528,2016,115370157,103,6.8,2537,1,Drama
515,The Fate of the Furious,260811913,48.573287,2017,1292338434,136,6.8,3803,1,Action & Adventure
516,American Hustle,43896995,16.478036,2013,275642193,138,6.8,2868,1,Drama
517,Beauty and the Beast,166919624,287.253654,2017,1317503208,129,6.8,5530,1,Animation
518,The DUFF,9170675,8.592449,2015,46963171,100,6.8,1372,0,Comedy
519,Spider-Man,197566981,29.413341,2002,1167931498,121,6.8,5398,1,Action & Adventure
520,A Bug's Life,188245398,16.869208999999998,1998,569848406,95,6.8,2379,1,Animation
521,Mission: Impossible - Ghost Protocol,164857714,14.258429999999999,2011,789854207,133,6.8,4026,0,None
522,Thor: The Dark World,186562231,34.905446999999995,2013,707368701,112,6.8,4873,1,Action & Adventure
523,Dumbo,14124380,14.655879,1941,27831292,64,6.8,1206,1,Animation
524,Big Eyes,10802703,7.412826,2014,31202001,105,6.8,1236,1,Drama
526,Sing,79906250,20.045673,2016,673816078,108,6.8,2363,1,Animation
527,Dawn of the Dead,37901535,13.157873,2004,138552284,101,6.8,1039,1,Drama
528,We're the Millers,40604721,18.474368,2013,296298267,110,6.8,3053,0,Comedy
529,Lawless,28955574,7.968423,2012,59778316,115,6.8,1055,1,Drama
530,War Dogs,42616666,16.453573000000002,2016,91875698,114,6.8,1392,1,Comedy
531,X-Men,111367595,0.954467,2000,440034942,104,6.8,4172,1,Action & Adventure
532,Pacific Rim,197536480,33.949359,2013,447313575,131,6.7,4903,1,Action & Adventure
533,Escape Plan,54871244,14.191610999999998,2013,134890102,115,6.7,1688,1,Action & Adventure
534,The World's End,21948497,9.830382,2013,50579530,109,6.7,1820,1,Comedy
535,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",235668202,18.13542,2005,980388832,143,6.7,2709,0,Kids & Family
536,Now You See Me 2,95887500,39.540653000000006,2016,356809466,129,6.7,3362,1,Mystery & Suspense
537,Don't Breathe,10547625,25.869882999999998,2016,167377858,88,6.7,1830,0,Horror
538,World War Z,219484978,26.114917000000002,2013,583681890,116,6.7,5683,1,Action & Adventure
539,Top Gun,34995437,20.301019,1986,832496210,110,6.7,1736,1,Action & Adventure
540,Easy A,9379183,15.138144,2010,87873931,92,6.7,2282,1,Comedy
541,Brave,206030052,15.876341,2012,600252639,93,6.7,4760,0,Animation
542,War for the Planet of the Apes,158573643,146.161786,2017,385905614,140,6.7,1675,1,Action & Adventure
543,The Adventures of Tintin,147803468,19.201504,2011,422877172,107,6.7,2095,1,Action & Adventure
544,In Time,45477990,10.324613000000001,2011,197750348,109,6.7,3512,0,Mystery & Suspense
545,Spider-Man 2,270725251,10.834506,2004,1060926698,127,6.7,4432,1,Action & Adventure
546,Anchorman: The Legend of Ron Burgundy,35194282,10.330119999999999,2004,122603599,94,6.7,1523,0,None
547,"I, Robot",162435150,14.43075,2004,470026299,115,6.7,3889,1,Action & Adventure
548,Pitch Black,34152729,6.424399,2000,78978422,108,6.7,1812,1,Horror
549,Pocahontas,92280183,13.280069000000001,1995,580660091,81,6.7,1509,0,Action & Adventure
550,John Wick: Chapter 2,41729906,49.247505,2017,178958584,122,6.7,2924,1,Action & Adventure
551,21 Jump Street,46774390,11.250764,2012,224500733,109,6.7,4151,1,Action & Adventure
552,Shrek 2,203043938,16.229860000000002,2004,1245117895,93,6.7,3082,1,Animation
553,Fast & Furious 6,175587982,1.6576369999999998,2013,865516899,130,6.7,5282,1,Action & Adventure
554,Kung Fu Panda 2,170542463,11.481921,2011,756858676,91,6.7,1925,1,Action & Adventure
555,Passengers,117195833,20.303632,2016,322974831,116,6.7,4134,2,Drama
556,Hook,131417033,14.508137,1991,564820691,144,6.7,1563,1,Action & Adventure
557,Lemony Snicket's A Series of Unfortunate Events,189507676,12.817945,2004,283007575,108,6.7,1521,1,Action & Adventure
558,Seven Psychopaths,16705139,9.643538000000001,2012,21630105,110,6.7,1224,1,Comedy
559,Trolls,133177083,16.83711,2016,369555178,92,6.7,1054,1,Animation
560,Charlie and the Chocolate Factory,196390168,22.038404999999997,2005,621861304,115,6.7,3759,1,Comedy
561,Lincoln,72388937,10.680330999999999,2012,306587696,149,6.7,1456,1,Drama
562,Zero Dark Thirty,44547038,9.649303,2012,147919238,157,6.7,1723,1,Drama
563,Megamind,152411737,11.603905000000001,2010,377379913,95,6.7,1968,1,Action & Adventure
564,Kung Fu Panda 3,154485416,14.696548000000002,2016,555264083,95,6.7,1630,1,Animation
565,Enemy of the State,141184049,12.978750999999999,1998,393197319,132,6.7,1266,1,Action & Adventure
566,The Princess and the Frog,125167832,16.616517,2009,318338471,97,6.7,1293,0,Animation
567,Orphan,23841491,8.730934,2009,49585833,123,6.7,1296,1,Drama
568,Step Up,15220238,14.21769,2006,144839396,104,6.7,1092,1,Drama
569,The Proposal,47682983,8.058337,2009,378334710,108,6.7,1858,1,Comedy
570,Everest,59339662,10.758754,2015,219478621,121,6.7,1805,2,Action & Adventure
571,Phone Booth,18477487,9.142772,2002,139060345,81,6.7,1087,1,Mystery & Suspense
572,Mission: Impossible,130376035,15.793477,1996,745907960,110,6.7,2677,1,Action & Adventure
573,The Gift,5394514,8.585856,2015,63632242,108,6.7,1077,2,Drama
574,The Holiday,107810019,14.043416,2006,246274487,136,6.7,1259,1,Comedy
575,Lethal Weapon 2,51552419,12.834276,1989,469856969,114,6.7,1066,1,Action & Adventure
576,Valkyrie,89073385,8.635464,2008,237856819,121,6.7,1195,1,Drama
577,Starship Troopers,167280373,14.412644,1997,193112250,129,6.7,1584,0,Action & Adventure
578,The Jungle Book,186447916,17.432758,2016,1029779118,106,6.7,2977,0,Action & Adventure
579,Death Proof,30836951,13.412137,2007,30883696,113,6.7,1359,1,Action & Adventure
580,Vicky Cristina Barcelona,17814677,9.648539,2008,114499267,96,6.7,1050,1,Comedy
581,Red Dragon,110864924,2.968157,2002,297340152,124,6.7,1142,1,Drama
582,The Lobster,4315611,11.223033000000001,2015,16891512,118,6.7,1340,1,Comedy
583,Focus,54053037,10.035362,2015,166111095,105,6.7,2588,1,Comedy
584,Cinderella,102495780,19.801128,2015,586399240,105,6.7,2426,0,Animation
585,Romeo + Juliet,23630656,11.774061,1996,240052856,120,6.7,1406,1,Drama
586,The Mist,22202604,8.435642,2007,70426897,126,6.7,1438,0,Horror
587,Atlantis: The Lost Empire,173258046,10.901602,2001,268627540,95,6.7,1257,0,None
588,Independence Day,122227533,17.634197,1996,1331415180,145,6.7,3334,1,Action & Adventure
589,Hotel Transylvania 2,86312236,11.760218,2015,510565962,89,6.7,1528,1,Animation
590,Up in the Air,29801864,8.338562,2009,195106848,109,6.7,1246,1,Comedy
591,The Matrix Reloaded,208451086,16.229317,2003,1026412736,138,6.7,3500,1,Mystery & Suspense
592,Pearl Harbor,202134387,11.419388,2001,648592860,183,6.6,1833,1,Action & Adventure
593,Dredd,55683797,12.1524,2012,45702746,95,6.6,1971,1,Action & Adventure
594,The Hunger Games: Mockingjay - Part 2,172624472,26.628178000000002,2015,704985680,137,6.6,4117,1,Action & Adventure
595,Super 8,56847487,19.529911,2011,295716068,112,6.6,2496,0,Action & Adventure
596,A Christmas Carol,238414918,12.869273,2009,387703024,96,6.6,1137,0,Classics
597,Pineapple Express,32066418,8.461369,2008,120694251,111,6.6,1169,1,Comedy
598,Looper,33410278,12.727269,2012,52389544,118,6.6,4777,1,Action & Adventure
599,50 First Dates,101521969,11.134888,2004,265964388,99,6.6,2161,1,Comedy
600,Captain America: The First Avenger,159172965,19.323582000000002,2011,421319213,124,6.6,7174,1,Action & Adventure
601,Thor,170542463,29.158489000000003,2011,510861788,115,6.6,6678,1,Action & Adventure
602,Star Trek Beyond,197102083,20.659284,2016,365940597,122,6.6,2636,1,Action & Adventure
603,Ender's Game,120716738,12.500305,2013,137767638,114,6.6,2354,1,Action & Adventure
604,The Good Dinosaur,188808016,12.319595,2015,358116100,93,6.6,1782,1,Action & Adventure
605,Meet the Parents,81669570,14.178281,2000,490676784,108,6.6,1743,1,Comedy
606,King Kong,271018433,19.761164,2005,720097286,187,6.6,2403,2,Action & Adventure
607,The Cabin in the Woods,33410278,14.811957999999999,2012,74043948,95,6.6,2314,0,Horror
608,Chappie,52866244,30.206365,2015,112636980,120,6.6,3124,0,Action & Adventure
609,Cloud Atlas,113594947,13.494245999999999,2012,145315633,172,6.6,3031,1,Drama
610,The Transporter,29848249,13.217421,2002,62438176,92,6.6,1724,1,Action & Adventure
611,GoldenEye,97313648,14.686035999999998,1995,590918730,130,6.6,1194,1,Action & Adventure
612,The Book of Eli,93791838,14.39853,2010,184192815,118,6.6,2207,1,Action & Adventure
613,The Italian Job,83380434,13.995044,2003,244680123,110,6.6,1949,2,Action & Adventure
614,Enchanted,104845634,11.447797999999999,2007,419984045,107,6.6,1512,1,Comedy
615,Real Steel,125064473,19.265552,2011,340253256,127,6.6,2749,1,Action & Adventure
616,Dear John,29309949,8.371478999999999,2010,134798924,115,6.6,1302,1,Drama
617,Die Hard 2,136947207,18.785984,1990,469594114,124,6.6,1920,1,Action & Adventure
618,It Follows,2157805,20.359336,2015,15831903,100,6.6,1894,0,Horror
619,Panic Room,68224569,14.969501999999999,2002,279148521,111,6.6,1303,1,Drama
620,Batman Returns,145801853,15.001681,1992,510306486,126,6.6,1706,0,None
621,Pirates of the Caribbean: Dead Men Tell No Tales,239946960,133.82782,2017,828538928,129,6.6,2814,1,Action & Adventure
622,Cars,152202380,18.907948,2006,585957793,117,6.6,3991,1,Action & Adventure
623,Chronicle,16705139,12.47441,2012,161483013,84,6.6,1965,0,Art House & International
624,Transformers,185021707,5.587707,2007,875411436,144,6.6,4113,1,Action & Adventure
625,Disturbia,24669561,18.006895999999998,2007,145254540,105,6.6,1038,1,Drama
626,The Hunger Games: Mockingjay - Part 1,135033798,147.098006,2014,812471603,123,6.6,5767,1,Action & Adventure
627,The Purge: Anarchy,9722433,27.756026000000002,2014,117514887,104,6.6,2008,0,Horror
628,2 Guns,66942918,13.336511999999999,2013,144794691,109,6.6,1611,1,Action & Adventure
629,RED,67999082,12.595165,2010,84019856,111,6.6,2858,0,Drama
630,The Mummy,122785114,23.984065,1999,638306838,124,6.6,2796,3,Classics
631,Blended,43210815,10.395472,2014,133407569,117,6.6,1028,1,Comedy
632,Underworld,30572826,20.624333,2003,133003545,121,6.6,2556,1,Action & Adventure
633,Déjà Vu,95126488,14.922904,2006,229010741,126,6.6,1519,1,Action & Adventure
634,The Call,14266523,8.611077,2013,75253034,94,6.6,1275,1,Mystery & Suspense
635,The Fast and the Furious,54865048,1.406181,2001,299280065,106,6.6,3485,1,Action & Adventure
636,9,35762237,18.502876999999998,2009,57729863,79,6.6,1291,1,Action & Adventure
637,Mad Max,1408815,11.412619,1979,352203856,93,6.6,1235,1,Action & Adventure
638,Love & Other Drugs,35171939,7.575696000000001,2010,120545969,112,6.6,1268,0,None
639,Madagascar,98195084,16.136217000000002,2005,697421646,86,6.6,3322,1,Animation
640,Kingdom of Heaven,170204813,16.296471,2005,277097570,144,6.6,1187,1,Action & Adventure
641,The Lovely Bones,77484848,12.738789,2009,111489474,136,6.6,1101,1,Drama
642,Rango,153488216,10.581925,2011,279376527,107,6.6,2094,1,Action & Adventure
643,Crank,15220238,12.627593,2006,54451722,88,6.6,1172,1,Action & Adventure
644,Allied,90560416,13.085186,2016,127338624,124,6.6,1415,1,Action & Adventure
645,Constantine,130926779,9.615691,2005,302289938,121,6.6,1837,1,Action & Adventure
646,Iron Man 2,234479596,19.083344,2010,731498178,124,6.6,6969,1,Action & Adventure
647,The Mask,39683535,14.134879999999999,1994,606611856,101,6.6,2550,1,Action & Adventure
